,status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
2463097,1239058843252011008,928653238194368512,2020-03-15T05:20:23Z,FEED_ME_STATS,"It's estimated that the state of Delaware has a population of 976,972 people. 

https://t.co/boOXViAVY1 is reporting testing a total of 74 individuals! 👀

0.0075% of our population has been tested. 

#COVIDー19 #COVID19 #coronavirus  

https://t.co/OC2moU6qZV https://t.co/02szYEXtP5",Twitter for Android,,,,False,False,1246,0,,,,66,452,,2017-11-09T15:59:20Z,False,en
2528015,1239159580711510018,167040681,2020-03-15T12:00:41Z,Johnr_Collins,"PA State Wine, Liquor Stores To Close Amid Coronavirus Outbreak 
#COVID19  #CoronaVirus #PA #MontgomeryCounty #MontcoPA #DelawareCounty #BucksCounty #ChesterCounty #CoronaVirusUpdate #CoronaVirusOutBreak
https://t.co/qDZ3ROBcay",Twitter Web App,,,,False,False,395,0,,,,748,606,,2010-07-15T16:20:40Z,False,en
2555442,1239202557207228429,25425617,2020-03-15T14:51:27Z,SteveLindsayCBS,"Lots of people stocking up!
Long line outside of Total Wine in Delaware. #Coronavirus @CBSPhilly (📷- Carolyn Hand) https://t.co/UTnzY7ycud",Twitter for iPhone,,,,False,False,13566,3,,,,5141,1778,,2009-03-20T01:08:17Z,True,en
2568126,1239209267460296704,3290043501,2020-03-15T15:18:07Z,kishaniLight,"My trip to the grocery yesterday in Dover, Delaware. I saw memes joking that plant based foods were still available, but they weren’t either. #CoronavirusPandemic https://t.co/jQdbNprktj",Twitter for iPhone,,,,False,False,48108,2,US,Safeway,poi,4416,476,,2015-05-19T14:44:17Z,False,en
2591653,1239219054780481536,892186235447521280,2020-03-15T15:57:00Z,ProfDisaster,"Thanks @MarketWatch. #Empathy needed for those sifting through inconsistent and changing info, and a need to focus on systemic problems. @UDELDRC @UDelaware #COVID19 https://t.co/bPZf2NO0Mk",Twitter for iPhone,,,,True,False,163,1,,,,346,19,,2017-08-01T00:52:29Z,False,en
2600793,1239222576599183362,466761060,2020-03-15T16:11:00Z,DESafetyCouncil,"What if you think you have #Coronavirus? Stay home, rest, and avoid others. Most will recover by drinking fluids, and taking pain and fever medications.  For further questions call @Delaware_DHSS 1-866-408-1899.  #coronavirusdelaware #netde #DESafety https://t.co/MGEQlYt4SL https://t.co/SJ4Y2oPP9d",eClincher,,,,False,False,121,0,,,,337,345,,2012-01-17T19:21:40Z,False,en
2601344,1239222801116037122,538369738,2020-03-15T16:11:54Z,DHIN_HIE,@Delaware_DHSS Thank you for all your team is doing to help keep Delawareans healthy and informed about Delaware's response to #coronavirus #coronavirusdelaware #covid19 #netDE,Twitter Web App,1.2391811493412004e+18,47356175.0,Delaware_DHSS,False,False,1910,0,,,,2288,2762,,2012-03-27T18:09:02Z,False,en
2602429,1239223224258494467,193780212,2020-03-15T16:13:34Z,ADignorantium,"Liquor stores in Pennsylvania's Bucks, Chester, Delaware, and Montgomery counties will close Tuesday due to the outbreak of the novel coronavirus. #COVID19 https://t.co/HUlM4KPaEY",Twitter for Android,,,,False,False,81337,1,,,,2912,2581,,2010-09-22T17:33:53Z,False,en
2603133,1239223520376303616,395004888,2020-03-15T16:14:45Z,JuleezArt,"THIS! 👇👏🌎❤️Shout out to Delaware Biz Owner's of Highway One venues..""All of your gigs were cancelled, but we are going to pay you in full and for all booked gigs, whether you play or not"" BRAVO!!! @delawareonline @rustyrudderDE #COVIDー19 #COVID19 #supportlocal https://t.co/owUvGXIJYg",Twitter Web App,,,,False,False,5582,0,,,,908,1729,,2011-10-20T23:57:21Z,False,en
2604467,1239224047361306628,26266361,2020-03-15T16:16:51Z,JanMurphy,"Pa.'s #Covid19 count is now up to 63 with 16 additional positive cases including two in Cumberland County, one in Allegheny; one in Bucks; one in Delaware; one in Lehigh; one in Luzerne; three in Monroe; four in Montgomery; &amp; two in Philly. All in isolation at home or at hospital",Twitter Web App,,,,False,False,1416,5,,,,5728,615,,2009-03-24T16:17:50Z,True,en
2606536,1239224861215592453,32133117,2020-03-15T16:20:05Z,MeghanKDKA,"#UPDATE: Total number of PA #coronavirus cases reaches 63, per @PAHealthDept. 1 in Allegheny County; 1 in Bucks County; 2 in Cumberland; 1 in Delaware County; 1 in Lehigh County; 1 in Luzerne County; 3 in Monroe County; 4 in Montgomery County; and 2 in Philadelphia County.  @KDKA",Twitter Web App,,,,False,False,7260,4,,,,6053,2963,,2009-04-16T20:05:47Z,True,en
2608592,1239225655449001986,16058854,2020-03-15T16:23:14Z,nydia_han,"#Breaking PA Health Dept is confirming 16 additional positive cases of COVID-19, including 1 in Bucks County; 1 in Delaware County; one in Lehigh County; 4 in Montgomery County; 2 in Philadelphia County. More now on @6abc #coronavirus #CoronavirusOutbreak #CoronaVirusUpdates",Twitter for iPhone,,,,False,False,6929,32,,,,15766,2451,,2008-08-30T21:37:40Z,True,en
2615959,1239228487644446722,2200553682,2020-03-15T16:34:29Z,dailydimattia,"@PAHealthDept announces 16 new #coronavirus cases, bumping state total to 63. Cases include 1 each in Allegheny, Bucks, Delaware, Lehigh &amp; Luzerne counties; 2 in Cumberland &amp; Philadelphia; 3 in Monroe; &amp; 4 in Montgomery",Twitter Web App,,3218464527.0,PAHealthDept,False,False,683,1,,,,713,1394,,2013-11-18T03:00:08Z,False,en
2616957,1239228877253357571,362826419,2020-03-15T16:36:02Z,univision65phil,"AHORA 3.15.-12:30 P.M. 
 Hay 63 casos de #coronavirus en Pennsylvania, que incluyen:
CONDADO 
Allegheny: 3
Bucks: 4
Chester: 2
Cumberland: 5
Delaware: 7
Lehigh: 1
Luzerne: 1
Monroe: 6
Montgomery: 24
Northampton: 1
Filadelfia: 6
Pike: 1
Washington: 1
Wayne: 1
#NoticiasUnivision65 https://t.co/QMGe7mlZBr",Twitter Web App,,,,False,False,77,0,,,,2659,129,,2011-08-27T01:47:59Z,False,en
2621942,1239230752866344960,449446424,2020-03-15T16:43:29Z,creese28,"“I knew it’d be a mad house like this.” 

Long lines at the Bensalem Fine Wine &amp; Good Spirits ahead of liqour store shutdowns in Bucks, Montgomery, Chester and Delaware Counties. Story on @KYWNewsradio. #CoronavirusPandemic https://t.co/t9t6PbEJ7h",Twitter for iPhone,,,,False,False,8426,1,,,,466,663,,2011-12-29T03:56:16Z,False,en
2632654,1239234923959070722,102480507,2020-03-15T17:00:04Z,DEStateChamber,"#MemberNews: As Delaware Responds to Its First Coronavirus Cases, @christianacare Provides Free Coronavirus Tests at Unique Drive-Through Testing Event https://t.co/G2WPbSmJRd #netde #healthcare #covid19 https://t.co/DNU8VUj7a0",Sprout Social,,,,False,False,1285,0,,,,7361,1080,,2010-01-06T21:10:05Z,False,en
2634565,1239235633505320960,2737735262,2020-03-15T17:02:53Z,PharmacySenegal,"Friday, I talked with @DelawarePublic about Delaware's advances in testing. In about three weeks, DE has really scaled up its ability to test for #COVID19. http://https://t.co/FLmMOvc11n",Twitter Web Client,,,,False,False,9100,0,,,,906,651,,2014-08-16T17:46:05Z,False,en
2647193,1239240596042256384,245424983,2020-03-15T17:22:36Z,rweingarten,"23 states including DC and PR  have closed their schools thus far to combat #coronavirus :
#Alabama
#Alaska
#Delaware
#Florida
#Illinois
#Kentucky
#Louisiana
#Maryland
#DistrictofColumbia",Twitter for iPhone,,,,False,False,2421,32,,,,101288,3205,,2011-01-31T17:30:51Z,True,en
2648516,1239241102705733635,46266590,2020-03-15T17:24:37Z,PhillyJoeD,coping in Delaware #coronavirus https://t.co/AbLh4ikn8s,Twitter Web App,,,,False,False,22593,0,,,,3654,201,,2009-06-11T00:18:17Z,True,en
2668162,1239248891293446147,294714419,2020-03-15T17:55:34Z,SharpSchuette,Delaware District Library Orange Branch was nearly wall-to-wall people getting books to read during their three-week closure. Somehow that made me not worry as much about society breaking down #COVID19,Twitter for iPhone,,,,False,False,1814,0,US,"Delaware, OH",city,522,339,,2011-05-07T16:45:41Z,False,en
2684303,1239255255721934848,1223353823659511810,2020-03-15T18:20:51Z,DaveMReports,"All the @LAFitness in Delaware, Bucks and Chester Counties are now closed due to the #CoronaVirus https://t.co/esLCfxWCIz",Twitter Web App,,,,False,False,16,0,,,,250,677,,2020-01-31T21:14:32Z,False,en
2690983,1239257972812939267,14221917,2020-03-15T18:31:39Z,PhillyInquirer,"Philly is still moving ahead with civil and criminal trials despite #coronavirus. Meanwhile, courts in Montgomery, Delaware and Bucks counties and federal courts have suspended new proceedings requiring juries.

Follow our live coverage:
https://t.co/ZpEbyvWNps https://t.co/s42Sa4J8vz",Twitter Web App,,,,False,False,607,5,,,,397927,1606,,2008-03-26T01:57:54Z,True,en
2699055,1239261333683679238,466761060,2020-03-15T18:45:00Z,DESafetyCouncil,"Use these handshake alternatives for #DEsafety! For #coronavirus updates, go to https://t.co/22KlOne0XG, call 1-866-408-1899,  or email DPHCall@delaware.gov. @Delaware_DHSS #netDE https://t.co/IDcAAfytul",eClincher,,,,False,False,121,0,,,,337,345,,2012-01-17T19:21:40Z,False,en
2699805,1239261622385946626,19613514,2020-03-15T18:46:09Z,GeoHouck,#stayhealthy #friends #getrest #vitaminscandd #stayhomegermypeople #covid19 #isurvivedcoronavirus2020 #winning #feltonde #kentcountyproblems #delaware @ Town of Felton Delaware https://t.co/4eCsX1VWrR,Instagram,,,,False,False,1518,0,US,"Felton, DE",city,2309,4191,,2009-01-27T20:21:16Z,False,en
2704359,1239263641205190656,26581470,2020-03-15T18:54:11Z,fapjax,.@AP: Delaware suspends all jury trials until April 15 amid #coronavirus fears,TweetDeck,,,,False,False,16,0,,,,35,396,,2009-03-25T20:21:24Z,False,en
2706985,1239264769514799104,806893015142907904,2020-03-15T18:58:40Z,prewellhealth,"this pandemic, please feel free to reach out to us at 888-333-1345. #marylandcoronavirus #Virginia #delaware #maryland #coronavirus #COVIDー19 #COVID19",Twitter for iPhone,1.2392643463934484e+18,8.068930151429079e+17,prewellhealth,False,False,0,0,,,,1,9,,2016-12-08T16:07:40Z,False,en
2715408,1239268138912493573,1365812287,2020-03-15T19:12:03Z,BreakinNewz01,"#CORONAVIRUS LATEST:

💊 New Jersey: 98 cases
💊 Pennsylvania: 63 cases
💊 Delaware: 6 cases
💊 156,000+ cases reported worldwide
💊 At least 54 U.S. deaths; 23K+ cases https://t.co/XW5WheXMhi",Twitter for Android,,,,False,False,5111,0,,,,1305,1082,,2013-04-20T01:06:47Z,False,en
2721222,1239270465727803398,1096776150137868288,2020-03-15T19:21:18Z,ms_lindley,#coronavirus largest Mall near Delaware.   https://t.co/4L8JefGIx4,Twitter for iPhone,,,,False,False,143,0,,,,11,62,,2019-02-16T14:19:46Z,False,en
2722825,1239271105606701057,16083576,2020-03-15T19:23:50Z,CBSPhilly,#BREAKING: Seventh person connected to University of Delaware tests positive for #coronavirus https://t.co/5vr7vUw61G,TweetDeck,,,,False,False,4396,5,,,,193170,1292,,2008-09-01T15:25:37Z,True,en
2723325,1239271303682699265,362826419,2020-03-15T19:24:38Z,univision65phil,#Coronavirus Aumentan a siete los contagios en #Delaware. Todos relacionados a los reportados en U Del. https://t.co/zgK9qXE5nL,Twitter for iPhone,,,,False,False,77,0,,,,2659,129,,2011-08-27T01:47:59Z,False,es
2724761,1239271900288815105,819551171354431489,2020-03-15T19:27:00Z,tough_schmidt_,Another person associated with the University of Delaware has tested positive for COVID-19: a woman under the age of 30. That brings Delaware's total to 7. @DelawarePublic #netde #coronavirus,Twitter Web App,,,,False,False,2122,2,,,,369,1085,,2017-01-12T14:26:40Z,False,en
2725337,1239272129222381569,47356175,2020-03-15T19:27:54Z,Delaware_DHSS,Public Health announces another positive #coronavirus #COVID19 case for Delaware #netDE https://t.co/AW1ViQ6cXR,Twitter for iPhone,,,,False,False,9879,11,,,,7996,1427,,2009-06-15T15:09:03Z,False,en
2725488,1239272195089674241,1096776150137868288,2020-03-15T19:28:10Z,ms_lindley,"#coronavirus #closeDelaware #delawaregov KOP Mall has closed so how about ChristianaMall in Delaware, Governor Carey?",Twitter for iPhone,,,,False,False,143,0,,,,11,62,,2019-02-16T14:19:46Z,False,en
2726699,1239272668932775941,1169793310241755137,2020-03-15T19:30:03Z,Apex_WW,New case of #coronavirus in #Delaware. Patient's source of exposure still under investigation. https://t.co/yjNZcwzgCr,TweetDeck,,,,True,False,4225,3,,,,3232,270,,2019-09-06T02:04:02Z,False,en
2729804,1239273916385894406,148753152,2020-03-15T19:35:00Z,PBoothMedia,All bars &amp; restaurants should treat musicians this well. (From a bar in Delaware. @bottleandcorkDE #coronavirus #musician https://t.co/h9WucVblob,Twitter for iPhone,,,,False,False,19518,2,US,"Tampa, FL",city,1714,3302,,2010-05-27T14:23:42Z,False,en
2737602,1239277011635503105,860702709531521025,2020-03-15T19:47:18Z,Djrod91,"Before and after watching #PanamaPapers on .@hulu People dying from the #COVIDー19 
Also, .@JoeBiden was the senator from Delaware. The  state the documentary expressed had data on corruption that would eclipse the Panama Papers. Joe the Senator of MBNA #NeverBiden
#coronavirus https://t.co/p7Eut67Aa2",Twitter Web App,,,,False,False,3415,0,,,,339,654,,2017-05-06T03:48:11Z,False,en
2739032,1239277581331038209,42318672,2020-03-15T19:49:34Z,acherry13,"#Delaware sees 7th case of #coronavirus--once again--tied to #UDel. The woman, in her 30s, is not severely ill and is self-isolating at home: https://t.co/Ks7FyDC7T5 | #netDE",Twitter Web App,,,,False,False,4544,4,,,,4341,1209,,2009-05-25T01:07:12Z,True,en
2764803,1239287982491828226,406665482,2020-03-15T20:30:54Z,buttondc,"Social distancing at its finest.  Just the sand, water and Comet here today.  #cometthedog #ilovemydog #coronavirus #socialdistancing #rehobothbeach @ Rehoboth Beach, Delaware https://t.co/W1lPofa3Rz",Instagram,,,,False,False,503,0,US,"Rehoboth Beach, DE",city,346,313,,2011-11-07T01:11:40Z,False,en
2765461,1239288283131252743,406385960,2020-03-15T20:32:06Z,wxaseymore,"Interesting to note that out of Delaware's 7 confirmed cases of #coronavirus, 6 of them have been people under the age of 30.",Twitter Web App,,,,False,False,2928,3,,,,1133,1055,,2011-11-06T16:52:46Z,False,en
2773783,1239291812503748616,20892719,2020-03-15T20:46:07Z,monsterphotoiso,"DELAWARE COVID-19 UPDATE: REPORTED CASES OF #COVID19 TO CDC

CONFIRMED CASES NEAR BY:
New York: 525
New Jersey: 68
DELAWARE: 6
PENNSYLVANIA: 47
MARYLAND: 26

Music By: Density &amp; Time | Track: Phantom | Ambient Angry | edited by @monsterphotoiso https://t.co/w7KEysrNyx",Twitter for iPhone,,,,False,False,12982,0,US,"Delaware, USA",admin,1662,1284,,2009-02-15T04:31:17Z,False,en
2785005,1239296639707332610,935908961580175360,2020-03-15T21:05:18Z,delbiz,"UPDATE: Help @delaware_gov get federal assistance for small businesses impacted by #coronavirus --&gt; https://t.co/u6zxB8A6rB
#smallbiz #delbiz @SBA_Delaware https://t.co/tvzudQ5tM1",Twitter Web App,,,,False,False,100,2,,,,559,160,,2017-11-29T16:30:59Z,False,en
2790067,1239298734162313217,185337377,2020-03-15T21:13:37Z,rachel_dz,".@LtGovernorDE and registered nurse Bethany Hall-Long joined America's News Headquarters on how Delaware is seeking to tackle the spread of #coronavirus. 

https://t.co/9ZxZ0jwgPl",Twitter Web App,,,,False,False,8956,0,,,,1701,1784,,2010-08-31T19:11:42Z,False,en
2790382,1239298853771399168,817027576090808320,2020-03-15T21:14:06Z,canyongirl77,"Delaware County, PA 
#CoronaVirusUpdates #coronavirus 
https://t.co/iWJ7zDkJfQ",Twitter Web App,,,,False,False,252394,0,,,,6329,6754,,2017-01-05T15:18:48Z,False,en
2818599,1239310020967387136,284377470,2020-03-15T21:58:28Z,teelehman,"Delaware has its seventh case of #COVIDー19. #NetDE #coronavirus 
https://t.co/AgdtwIL1Ot",Twitter Web App,,,,False,False,21047,0,,,,2198,2855,,2011-04-19T05:14:25Z,False,en
2841499,1239318872211234819,392864139,2020-03-15T22:33:39Z,Ahighervision,#Coronavirus In Delaware: Seventh Person Associated With University Of Delaware Tests Positive For #COVID-19  https://t.co/UPfw2ce4fb,Twitter Web Client,,,,False,False,12415,0,,,,1484,958,,2011-10-17T17:42:48Z,False,en
2841620,1239318919040696322,1544197796,2020-03-15T22:33:50Z,ChristianaEMed,"@drkehagias We’ll neither be partying in the streets nor having to make decisions to let our elderly die.  We have both faith and resolve in our Delaware population to do the right thing and distance, wash our hands, and remain calm. We’re all in this together #loveofhealth #netde #COVID19",Twitter for iPhone,1.2393166493098557e+18,112626675.0,drkehagias,False,False,545,3,,,,713,340,,2013-06-24T21:53:59Z,False,en
2851007,1239322694128209920,362826419,2020-03-15T22:48:50Z,univision65phil,"#Coronavirus: Aumentan casos en Delaware, lo que eleva el total del estado a siete. https://t.co/t4N1ooMzbh vía @Univision65phil",Twitter Web Client,,,,False,False,77,0,,,,2658,129,,2011-08-27T01:47:59Z,False,es
2892519,1239344838153310209,1888508108,2020-03-16T00:16:49Z,XtopheDee,Good read - tips&amp;tricks for remoteworking #coronavirus #remotework #dontpanic #peopleofdelaware https://t.co/PYzadZoTpr,LinkedIn,,,,False,False,47,0,,,,122,50,,2013-09-21T02:07:50Z,False,en
2905844,1239352543836282882,1158407791406718977,2020-03-16T00:47:27Z,cruzsupply,"More cases in Delaware coming..... 

#coronavirus",Twitter for iPhone,,,,False,False,550,1,,,,31,90,,2019-08-05T16:01:54Z,False,en
2915360,1239359228470534144,297160044,2020-03-16T01:14:00Z,brittanyhorn,"Feeling stressed by non-stop #coronavirus news? 

Me too. It's hard to feel optimistic amid this craziness.

Some good news? All COVID-19 coverage is free on @delawareonline. But let's be clear, it costs money to report this story.
Subscribe today: https://t.co/5XuevA5htl #netDE",TweetDeck,,,,False,False,17051,1,,,,3657,1140,,2011-05-12T01:34:20Z,True,en
2917147,1239360506202411016,297160044,2020-03-16T01:19:05Z,brittanyhorn,"With that said, our reporters have already been all over Delaware making sure the important stories are told.

Here's the @delawareonline landing page for all things #coronavirus: https://t.co/a9Nv5n0Xnt #netDE",TweetDeck,1.2393599634132541e+18,297160044.0,brittanyhorn,False,False,17051,0,,,,3657,1140,,2011-05-12T01:34:20Z,True,en
2918054,1239361173566488579,830070393927061507,2020-03-16T01:21:44Z,wethenegro,"It's True! The People of France, the Nation that Funded the American Revolution that Richard Allen helped to win from his #AME Stronghold in the Delaware Valley (Philadelphia PA), have More Balls than Most Americans! #CoronaVirus #BlackHistory https://t.co/euDqB7INYZ",Twitter Web App,,,,True,False,5013,1,,,,222,615,,2017-02-10T15:06:18Z,False,en
2918190,1239361272111673345,830070393927061507,2020-03-16T01:22:08Z,wethenegro,"@MAJTOURE It's True! The People of France, the Nation that Funded the American Revolution that Richard Allen helped to win from his #AME Stronghold in the Delaware Valley (Philadelphia PA), have More Balls than Most Americans! #CoronaVirus #BlackHistory",Twitter Web App,1.2393544889362555e+18,45360908.0,MAJTOURE,False,False,5013,1,,,,222,615,,2017-02-10T15:06:18Z,False,en
2919286,1239362042429157382,47356175,2020-03-16T01:25:11Z,Delaware_DHSS,"Delaware reported its 7th case of #coronavirus, a New Castle County woman under age 30, who is connected to the UD community. Read more:
https://t.co/f06A7h93zo https://t.co/2aLrDLJRlD",Twitter Web App,,,,False,False,9888,13,,,,8097,1427,,2009-06-15T15:09:03Z,False,en
2923581,1239365143831724039,2385620298,2020-03-16T01:37:31Z,DavidRedlawsk,"Distracted from the debate by an urgent notice from the University of Delaware. Our spring break, which was moved to this week, is now extended an additional week, and only essential personnel are to come to campus. Students are told not to return to campus. #coronavirus",Twitter Web Client,,,,False,False,4087,1,,,,2528,1204,,2014-03-12T18:06:42Z,False,en
2925792,1239366768902242304,373077463,2020-03-16T01:43:58Z,MattBarcaroWGAL,"BREAKING: Effective at midnight @GovernorTomWolf is ordering bars and restaurants in Allegheny, Bucks, Chester, Delaware and Montgomery counties to stop dine-in service for 14 days.  We'll have more on @WGAL at 10 and 11.  #coronavirus",TweetDeck,,,,False,False,268,7,,,,2640,585,,2011-09-13T23:23:17Z,True,en
2927814,1239368180885323776,22983776,2020-03-16T01:49:35Z,drewsmithtv,"Pennsylvania is closing bars and restaurants dine-in service in Bucks, Delaware, Chester, Montgomery and Allegheny counties for 2 weeks. #coronavirus @NBCPhiladelphia",Twitter for iPhone,,,,False,False,1637,3,,,,2711,1729,,2009-03-05T21:40:50Z,True,en
2927997,1239368305175072769,488633673,2020-03-16T01:50:04Z,LesleyCBS3,"All restaurants and bars closed for 14 days at 12:01 AM in Allegheny, Bucks, Chester, Delaware and Montgomery counties to help stop the spread of #COVIDー19 #coronavirus #CBS3",Twitter for iPhone,,,,False,False,1954,11,,,,6411,280,,2012-02-10T17:27:15Z,True,en
2929219,1239369165351288832,34092207,2020-03-16T01:53:30Z,JamieApody,"#BREAKING @GovernorTomWolf orders the closure of dine-in service for all restaurants and bars in Montgomery, Chester, Bucks, and Delaware counties for the next 14 days #coronavirus https://t.co/q6RTrrKwTX",Twitter for iPhone,,,,False,False,6116,6,,,,31378,1118,,2009-04-21T23:37:17Z,True,en
2931344,1239370592593350661,1223353823659511810,2020-03-16T01:59:10Z,DaveMReports,"Just in

PA Governor Tom Wolf orders all restaurants and bars in Allegheny, Bucks, Chester, Delaware and Montgomery counties to close their dine-in facilities at 12:01 AM Monday, 3/16

For 2 Weeks

#CoronaVirus https://t.co/X7lgt1znGt",Twitter Web App,,,,False,False,17,1,,,,253,686,,2020-01-31T21:14:32Z,False,en
2931946,1239370905618395138,445047234,2020-03-16T02:00:24Z,Redsoxma,"Governor Wolf mandating that all restaurants in Bucks, Allegheny, Montgomery, Chester, and Delaware Counties close to dine-in customers. Good move to #FlattenTheCurve Time to start ordering pick-up from those mom&amp;pop stores that you want to stay in business! #coronavirus #COVID19 https://t.co/XlOHlVP6lB",Twitter for iPhone,,,,False,False,29131,0,US,"Penn Wynne, PA",city,405,736,,2011-12-23T23:26:43Z,False,en
2934382,1239372565270999045,353869240,2020-03-16T02:07:00Z,PhillyNewsGuy,#BREAKING Sen @TomCarperforDE confirms a Delaware based member of his staff has a confirmed case of #COVID19 @CBSPhilly #coronavirus https://t.co/s9gXvw9K1P,Twitter for iPhone,,,,False,False,36144,0,US,"Philadelphia, PA",city,2859,4414,,2011-08-12T19:25:50Z,True,en
2934713,1239372807626264582,42318672,2020-03-16T02:07:58Z,acherry13,#BREAKING | We're learning more about #Delaware's 7th #coronavirus victim. They are a member of @SenatorCarper's DE staff. She's not seriously ill and is isolating at home. She had no contact w/ the senator.  #netDE https://t.co/ynf3hPo0Qn,Twitter Web App,,,,False,False,4549,2,,,,4346,1209,,2009-05-25T01:07:12Z,True,en
2936183,1239373811037937666,249787913,2020-03-16T02:11:57Z,SenatorCarper,"Transparency is always important, but especially now. An individual on my Delaware-based staff has tested positive for #COVID19. We have consulted with public health experts and medical professionals and are taking all the proper precautions. Full statement from my press office: https://t.co/Tq0jxQ8BSm",Twitter for iPhone,,,,False,False,1183,24,,,,100679,1619,,2011-02-09T19:46:42Z,True,en
2936424,1239373978617163783,1050835476339404803,2020-03-16T02:12:37Z,shaneandmisty,#BreakingNews 7th confirmed case in Delaware. All cases are connected to the #coronavirus outbreak in University of Delaware. It will not surprise me if we see a partial lockdown in New Castle county starting Tuesday. https://t.co/cN0FpGrCMm,Twitter for Android,,,,True,False,1312,0,,,,153,83,,2018-10-12T19:47:55Z,False,en
2938128,1239375132302495744,25516102,2020-03-16T02:17:12Z,AnnapCreative,Of note to Maryland because this is a neighboring county.  Coronavirus In Delaware: Seventh Person Associated With University Of Delaware Tests Positive For #COVID19 https://t.co/364hXSR3wh,Twitter Web Client,,,,False,False,14292,3,,,,2685,2541,,2009-03-20T14:58:44Z,False,en
2940997,1239377136248664065,42318672,2020-03-16T02:25:10Z,acherry13,.@UDelaware -- at the center of #Delaware's #coronavirus crisis -- extends spring break:  https://t.co/QttH9XbSfV | #netDE #UDel https://t.co/hIjtUa10w0,Twitter Web App,,,,False,False,4549,0,,,,4346,1209,,2009-05-25T01:07:12Z,True,en
2945981,1239380756092329984,978112890040397824,2020-03-16T02:39:33Z,FriendsofAntonA,"ATTENTION Delaware County PA

Delaware County Council has created a website with the latest information and updates about the #coronavirus in the county. You might want to bookmark this link
https://t.co/YQuJRwCuQL

#Stayinformed #StaySafe

https://t.co/XOczs7YX6X
#StandWithAnton https://t.co/4XmNBJ0O7C",Twitter for Android,,,,False,False,279,0,,,,112,98,,2018-03-26T03:34:20Z,False,en
2950243,1239383771956293632,167040681,2020-03-16T02:51:32Z,Johnr_Collins,"16 More Coronavirus Cases In PA, State Total At 63 and 183 tests are either at the lab or on their way to the lab.
#COVID19  #CoronaVirus #PA #MontgomeryCounty #MontcoPA #DelawareCounty #BucksCounty #ChesterCounty #CoronaVirusUpdate #CoronaVirusOutBreak
https://t.co/0S4xDZKOuO",Twitter Web App,,,,False,False,396,0,,,,748,606,,2010-07-15T16:20:40Z,False,en
2951779,1239384838811107337,517964029,2020-03-16T02:55:46Z,6DoubleEntendre,"@Delaware_DHSS KEEP YOUR DISTANCE PEOPLE AND DO PLEASE TURN ON YOUR CELL PHONE LOCATION DATA
INCASE U GET THE #COVID19 UR LOCATIONS OVER THE LAST 15 DAYS WILL BE CRITICAL (AT THIS TIME).",Twitter Web App,1.239383599251632e+18,47356175.0,Delaware_DHSS,False,False,1739,0,,,,129,468,,2012-03-07T21:46:06Z,False,en
2954128,1239386362077470727,284377470,2020-03-16T03:01:50Z,teelehman,A member of @SenatorCarper’s Delaware-based staff has tested positive for #COVID19. #NetDE @wboc https://t.co/X6Hyf0hz1L,Twitter for iPhone,,,,False,False,21052,5,US,"Wyoming, DE",city,2198,2856,,2011-04-19T05:14:25Z,False,en
2956372,1239387902402072576,20282421,2020-03-16T03:07:57Z,simonsayzdis,"Eating and drinking in restaurants and bars in Allegheny, Bucks, Chester, Delaware and Montgomery counties is prohibited, by Wolf’s authority under the state’s disaster declaration order. The order takes effect at 12:01 a.m. #coronavirus #pennsylvania",Rainbow Stream,,,,False,False,20,0,,,,28,76,,2009-02-06T23:34:22Z,False,en
2970124,1239399944685002752,26498461,2020-03-16T03:55:48Z,realhumanrights,"#USA #COVID19 - #Pennsylvania - Governor of Pennsylvania ordered all #restaurants and bars in #Allegheny, #Bucks, #Chester, #Delaware, and #Montgomery counties to close their dine-in facilities. #Coronavirus #CoronavirusPandemic
https://t.co/AKVgvgirpH https://t.co/u6ksRGCeQp",Twitter Web App,,,,True,False,21563,0,,,,2842,1670,,2009-03-25T13:40:10Z,False,en
2970973,1239400725886709761,1237795196273909762,2020-03-16T03:58:54Z,delawareleaks,Chase employees are freaking out after being told there is someone positive among them in a building they share in Wilmington.  Write to delawareleaks@gmail.com to leak the story 100% anonymously. Looking for more details. #delaware #wilmington #coronavirus #news #breaking,Twitter for iPhone,,,,False,False,8,0,,,,17,19,,2020-03-11T17:39:16Z,False,en
2977254,1239406246559731712,1237795196273909762,2020-03-16T04:20:50Z,delawareleaks,Does anyone have pictures of the military vehicles in the woods in Delaware today.  Have reports there were 10-15 “tank looking” vehicles slowing down traffic on I-95. #delawaretwitter #delaware #coronavirus #leaked #info #emergency,Twitter for iPhone,,,,False,False,8,0,,,,17,19,,2020-03-11T17:39:16Z,False,en
2987763,1239415997351759872,2319182007,2020-03-16T04:59:35Z,AZFreePatriot,I am currently in NJ-Cape May to be exact. We have gone to small businesses &amp; restaurants. There are people shopping &amp; a ton more eating at restaurants &amp; drinking at bars here &amp; in Delaware-where we were at yesterday. No one was panicking or worried! #CoronaVirus #COVID19 https://t.co/IxiNev7Un0,Twitter for iPhone,,,,False,False,41308,0,,,,5783,6354,,2014-02-02T02:21:24Z,False,en
